Country,Year,GDP growth (annual %),Labor force,Gross capital formation (% of GDP),Industry (% of GDP),Industry (% of employment),Manufacturing (% of GDP),Manufacturing (% of employment),Services (% of GDP),Services (% of employment),Agriculture (% of GDP),Agriculture (% of employment),Trade (% of GDP),Broad money (% of GDP),Political stability
Rwanda,2011,7.958376402538889,3742460.0,20.89938314394558,18.17193335196362,6.269548,8.367853803058512,2.508819725864576,47.893870272715944,15.665622095782147,23.836871273186542,78.06486042319524,39.71614217570296,17.334287618715575,-0.17711777985096
Rwanda,2012,8.641517545071494,3843907.0,23.30182957431859,18.230115671152987,6.860866,8.282230637969196,2.7072759036034344,48.84488343566632,16.525433358647206,24.765029679118456,76.61367084901431,40.5407486045115,17.245841155169092,-0.230615198612213
Rwanda,2013,4.719855387772199,3940991.0,24.42850879630243,17.62232764394835,7.30781,6.824176982463162,2.3938832265432715,49.796063738461655,19.77080822002641,24.919696080092915,72.92138148751428,42.6930107162202,17.98211514411545,-0.110951617360115
Rwanda,2014,6.167163145981476,4042993.0,23.226569611324514,17.556700293848042,7.913195,6.815400042044352,2.1127001707068027,49.216648282637635,23.634247343547298,24.687770891720856,68.45252964353658,43.90232407088919,18.948720490076713,-0.313469648361206
Rwanda,2015,8.856847229537479,4152626.0,24.23831609918467,17.452189179671,9.449162,6.831701294845558,2.515788887201633,49.738227812043014,24.939395362912258,23.98039732790755,65.61141584886367,45.20140687104842,20.777285174984467,0.0132411494851112
Rwanda,2016,5.9707568904195085,4270829.0,26.138855520997083,16.84165271204632,11.19832,6.70344755451213,2.9888727192740565,49.28405237792428,25.828993837304626,25.15228102713602,62.97268893610487,49.4846395456922,20.28793998974392,-0.0548992827534676
Rwanda,2017,3.936611131929027,4399260.0,23.83503023172937,17.28422868345309,13.2115,7.677866308718971,3.554557322869947,47.87648776993265,26.43193351749677,26.34544257427055,60.356562363847566,53.675271638476296,19.708142175277228,0.0880957543849945
Rwanda,2018,8.53983645415515,4025709.0,21.377111127393608,17.335503672238495,15.49325,7.62458278781615,4.186430844523496,49.698660004126324,27.692456816949306,24.626822862938447,56.814292888230625,55.792199409588115,21.690638599772765,0.110401339828968
Rwanda,2019,9.464025340219123,4085693.0,23.459821985090628,18.839223460896644,15.65321,8.363653011062096,4.3798468462274185,49.115051570676805,31.668363220063938,23.56752418624765,52.67843018221598,57.99037063656708,22.304307016059685,0.0642396807670593
Rwanda,2020,-3.373986332270036,4544104.0,25.11973607053098,18.619093139494932,17.54409,8.739495640688933,4.252683335542672,46.591954874046685,26.966421750424242,26.66047791050696,55.48949180807282,55.1958821567176,26.23318673716287,0.0832765996456146
Rwanda,2021,10.876733791904215,4588673.0,26.13299972935697,20.3124819868675,18.67677,9.180745807274716,4.370659872801057,47.74656284270699,26.65772684054578,24.094640517804706,54.665478041866336,54.707505156216286,,0.170438632369041
Tanzania,1991,2.071988211922033,12541597.0,26.33527667538455,15.3880286079098,2.685702,8.167375972706676,1.560235233786321,31.85663272492274,12.826601930505124,43.85518189258133,84.48769654510716,43.90121083742301,19.798368365963253,
Tanzania,1992,0.5843221340832656,12917095.0,27.23176808445716,15.090248912676895,2.682494,7.634913474046594,1.5518107416041975,33.34603519437497,12.740716819931727,44.7048569288652,84.57678866957278,51.795415358155985,22.07205532171478,
Tanzania,1993,1.2058008083940308,13373576.0,25.12535235428296,14.509114848951283,2.677108,6.982120338260112,1.5416403147184026,33.840673274854886,12.703360771391306,44.82485442204625,84.61953185610531,65.69071871001243,24.395433071231203,
Tanzania,1994,1.567661765625644,13927383.0,24.649533879080433,13.994285010833599,2.671485,6.848808565262801,1.5297082209574078,36.8717285514995,12.69377084993904,41.584963375436686,84.63474483891268,64.2389490127093,24.783719110326956,
Tanzania,1995,3.5699118684430005,14418307.0,19.789803012746233,13.424631683496111,2.672522,6.638801522926668,1.5187314445563163,35.513689786459196,12.712193182576595,43.65035590134084,84.6152846980069,65.5824201291177,25.088727031948356,
